audio_id,word,start,end,duration,text,label
1229,measures,1.14,1.36,0.2200000000000002,We implemented new security measures to protect sensitive data.,2
1229,to,1.36,1.58,0.21999999999999997,We implemented new security measures to protect sensitive data.,2
1229,protect,1.58,1.8,0.21999999999999997,We implemented new security measures to protect sensitive data.,2
1229,sensitive,1.8,2.22,0.42000000000000015,We implemented new security measures to protect sensitive data.,2
1229,data.,2.22,2.66,0.43999999999999995,We implemented new security measures to protect sensitive data.,2
1012,I,0.0,0.14,0.14,I have working on this project for three months and this finally nearing completion.,2
1012,have,0.14,0.24,0.09999999999999998,I have working on this project for three months and this finally nearing completion.,2
1012,working,0.24,0.48,0.24,I have working on this project for three months and this finally nearing completion.,2
1012,on,0.48,0.64,0.16000000000000003,I have working on this project for three months and this finally nearing completion.,2
1012,this,0.64,0.8,0.16000000000000003,I have working on this project for three months and this finally nearing completion.,2
1012,project,0.8,1.12,0.32000000000000006,I have working on this project for three months and this finally nearing completion.,2
1012,for,1.12,1.32,0.19999999999999996,I have working on this project for three months and this finally nearing completion.,2
1012,three,1.32,1.54,0.21999999999999997,I have working on this project for three months and this finally nearing completion.,2
1012,months,1.54,1.86,0.32000000000000006,I have working on this project for three months and this finally nearing completion.,2
1012,and,1.86,2.2,0.3400000000000001,I have working on this project for three months and this finally nearing completion.,2
1012,this,2.2,2.32,0.11999999999999966,I have working on this project for three months and this finally nearing completion.,2
1012,finally,2.32,2.64,0.3200000000000003,I have working on this project for three months and this finally nearing completion.,2
1012,nearing,2.64,2.92,0.2799999999999998,I have working on this project for three months and this finally nearing completion.,2
1012,completion.,2.92,3.4,0.48,I have working on this project for three months and this finally nearing completion.,2
1013,The,0.0,0.14,0.14,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,new,0.14,0.28,0.14,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,restaurant,0.28,0.54,0.26,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,downtown's,0.54,1.24,0.7,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,so,1.24,1.32,0.08000000000000007,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,it's,1.32,1.44,0.11999999999999988,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,most,1.44,1.58,0.14000000000000012,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,delicious,1.58,2.04,0.45999999999999996,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,Italian,2.04,2.5,0.45999999999999996,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,food,2.5,2.86,0.3599999999999999,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,I've,2.86,3.08,0.2200000000000002,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,ever,3.08,3.18,0.10000000000000009,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1013,tasted.,3.18,3.66,0.48,The new restaurant downtown's so it's most delicious Italian food I've ever tasted.,2
1156,we,0.0,0.1,0.1,we should consider ethical implications before implementing this policy.,2
1156,should,0.1,0.24,0.13999999999999999,we should consider ethical implications before implementing this policy.,2
1156,consider,0.24,0.7,0.45999999999999996,we should consider ethical implications before implementing this policy.,2
1156,ethical,0.7,1.12,0.42000000000000015,we should consider ethical implications before implementing this policy.,2
1156,implications,1.12,1.78,0.6599999999999999,we should consider ethical implications before implementing this policy.,2
1156,before,1.78,2.24,0.4600000000000002,we should consider ethical implications before implementing this policy.,2
1156,implementing,2.24,2.66,0.41999999999999993,we should consider ethical implications before implementing this policy.,2
1156,this,2.66,2.98,0.31999999999999984,we should consider ethical implications before implementing this policy.,2
1156,policy.,2.98,3.34,0.3599999999999999,we should consider ethical implications before implementing this policy.,2
1101,She,0.0,0.12,0.12,She asked I wanted to join her for lunch tomorrow.,2
1101,asked,0.12,0.34,0.22000000000000003,She asked I wanted to join her for lunch tomorrow.,2
1101,I,0.34,0.56,0.22000000000000003,She asked I wanted to join her for lunch tomorrow.,2
1101,wanted,0.56,0.84,0.2799999999999999,She asked I wanted to join her for lunch tomorrow.,2
1101,to,0.84,1.0,0.16000000000000003,She asked I wanted to join her for lunch tomorrow.,2
1101,join,1.0,1.22,0.21999999999999997,She asked I wanted to join her for lunch tomorrow.,2
1101,her,1.22,1.38,0.15999999999999992,She asked I wanted to join her for lunch tomorrow.,2
1101,for,1.38,1.5,0.1200000000000001,She asked I wanted to join her for lunch tomorrow.,2
1101,lunch,1.5,1.72,0.21999999999999997,She asked I wanted to join her for lunch tomorrow.,2
1101,tomorrow.,1.72,2.02,0.30000000000000004,She asked I wanted to join her for lunch tomorrow.,2
1117,The,0.0,0.14,0.14,"The weather forecast was sunny, it ended up raining all day.",2
1117,weather,0.14,0.38,0.24,"The weather forecast was sunny, it ended up raining all day.",2
1117,forecast,0.38,0.84,0.45999999999999996,"The weather forecast was sunny, it ended up raining all day.",2
1117,was,0.84,1.24,0.4,"The weather forecast was sunny, it ended up raining all day.",2
1117,"sunny,",1.24,1.58,0.3400000000000001,"The weather forecast was sunny, it ended up raining all day.",2
1117,it,1.78,1.86,0.08000000000000007,"The weather forecast was sunny, it ended up raining all day.",2
1117,ended,1.86,2.18,0.32000000000000006,"The weather forecast was sunny, it ended up raining all day.",2
1117,up,2.18,2.36,0.17999999999999972,"The weather forecast was sunny, it ended up raining all day.",2
1117,raining,2.36,2.68,0.3200000000000003,"The weather forecast was sunny, it ended up raining all day.",2
1117,all,2.68,3.06,0.3799999999999999,"The weather forecast was sunny, it ended up raining all day.",2
1117,day.,3.06,3.36,0.2999999999999998,"The weather forecast was sunny, it ended up raining all day.",2
1029,She,0.0,0.24,0.24,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,asked,0.24,0.5,0.26,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,him,0.5,0.7,0.19999999999999996,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,whether,0.7,0.9,0.20000000000000007,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,he,0.9,1.04,0.14,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,finished,1.04,1.32,0.28,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,a,1.32,1.52,0.19999999999999996,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,report,1.52,1.8,0.28,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,that,1.8,2.0,0.19999999999999996,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,was,2.0,2.14,0.14000000000000012,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,due,2.14,2.36,0.21999999999999975,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,yesterday,2.36,2.78,0.41999999999999993,She asked him whether he finished a report that was due yesterday afternoon.,2
1029,afternoon.,2.78,3.38,0.6000000000000001,She asked him whether he finished a report that was due yesterday afternoon.,2
1195,Employees,0.0,0.56,0.56,Employees wear protective gear when handling hazardous materials.,2
1195,wear,0.56,0.7,0.1399999999999999,Employees wear protective gear when handling hazardous materials.,2
1195,protective,0.7,1.14,0.43999999999999995,Employees wear protective gear when handling hazardous materials.,2
1195,gear,1.14,1.54,0.40000000000000013,Employees wear protective gear when handling hazardous materials.,2
1195,when,1.54,1.74,0.19999999999999996,Employees wear protective gear when handling hazardous materials.,2
1195,handling,1.74,2.12,0.3800000000000001,Employees wear protective gear when handling hazardous materials.,2
1195,hazardous,2.12,2.52,0.3999999999999999,Employees wear protective gear when handling hazardous materials.,2
1195,materials.,2.52,3.24,0.7200000000000002,Employees wear protective gear when handling hazardous materials.,2
1204,The,0.0,0.12,0.12,The doctor advised the patient rest for at least a week after the surgery.,2
1204,doctor,0.12,0.42,0.3,The doctor advised the patient rest for at least a week after the surgery.,2
1204,advised,0.42,0.76,0.34,The doctor advised the patient rest for at least a week after the surgery.,2
1204,the,0.76,0.94,0.17999999999999994,The doctor advised the patient rest for at least a week after the surgery.,2
1204,patient,0.94,1.18,0.24,The doctor advised the patient rest for at least a week after the surgery.,2
1204,rest,1.18,1.46,0.28,The doctor advised the patient rest for at least a week after the surgery.,2
1204,for,1.46,1.62,0.16000000000000014,The doctor advised the patient rest for at least a week after the surgery.,2
1204,at,1.62,1.74,0.11999999999999988,The doctor advised the patient rest for at least a week after the surgery.,2
1204,least,1.74,1.86,0.1200000000000001,The doctor advised the patient rest for at least a week after the surgery.,2
1204,a,1.86,2.02,0.15999999999999992,The doctor advised the patient rest for at least a week after the surgery.,2
1204,week,2.02,2.18,0.16000000000000014,The doctor advised the patient rest for at least a week after the surgery.,2
1204,after,2.18,2.52,0.33999999999999986,The doctor advised the patient rest for at least a week after the surgery.,2
1204,the,2.52,2.68,0.16000000000000014,The doctor advised the patient rest for at least a week after the surgery.,2
1204,surgery.,2.68,3.04,0.3599999999999999,The doctor advised the patient rest for at least a week after the surgery.,2
1087,She,0.0,0.22,0.22,She asked I had seen her lost keys anywhere.,2
1087,asked,0.22,0.46,0.24000000000000002,She asked I had seen her lost keys anywhere.,2
1087,I,0.46,0.66,0.2,She asked I had seen her lost keys anywhere.,2
1087,had,0.66,0.78,0.12,She asked I had seen her lost keys anywhere.,2
1087,seen,0.78,0.98,0.19999999999999996,She asked I had seen her lost keys anywhere.,2
1087,her,0.98,1.2,0.21999999999999997,She asked I had seen her lost keys anywhere.,2
1087,lost,1.2,1.4,0.19999999999999996,She asked I had seen her lost keys anywhere.,2
1087,keys,1.4,1.68,0.28,She asked I had seen her lost keys anywhere.,2
1087,anywhere.,1.68,2.16,0.4800000000000002,She asked I had seen her lost keys anywhere.,2
102,Can,0.0,0.2,0.2,Can you explain how the new software improves productivity?,2
102,you,0.2,0.34,0.14,Can you explain how the new software improves productivity?,2
102,explain,0.34,0.68,0.34,Can you explain how the new software improves productivity?,2
102,how,0.68,0.92,0.24,Can you explain how the new software improves productivity?,2
102,the,0.92,1.02,0.09999999999999998,Can you explain how the new software improves productivity?,2
102,new,1.02,1.14,0.11999999999999988,Can you explain how the new software improves productivity?,2
102,software,1.14,1.56,0.42000000000000015,Can you explain how the new software improves productivity?,2
102,improves,1.56,1.92,0.3599999999999999,Can you explain how the new software improves productivity?,2
102,productivity?,1.92,2.54,0.6200000000000001,Can you explain how the new software improves productivity?,2
1160,I've,0.0,0.2,0.2,I've been working on this project for three weeks now.,2
1160,been,0.2,0.26,0.06,I've been working on this project for three weeks now.,2
1160,working,0.26,0.5,0.24,I've been working on this project for three weeks now.,2
1160,on,0.5,0.7,0.19999999999999996,I've been working on this project for three weeks now.,2
1160,this,0.7,0.84,0.14,I've been working on this project for three weeks now.,2
1160,project,0.84,1.18,0.33999999999999997,I've been working on this project for three weeks now.,2
1160,for,1.18,1.38,0.19999999999999996,I've been working on this project for three weeks now.,2
1160,three,1.38,1.52,0.14000000000000012,I've been working on this project for three weeks now.,2
1160,weeks,1.52,1.72,0.19999999999999996,I've been working on this project for three weeks now.,2
1160,now.,1.72,2.02,0.30000000000000004,I've been working on this project for three weeks now.,2
1033,She,0.0,0.2,0.2,She is working as a volunteer at the animal shelter for over five years now.,2
1033,is,0.2,0.32,0.12,She is working as a volunteer at the animal shelter for over five years now.,2
1033,working,0.32,0.66,0.34,She is working as a volunteer at the animal shelter for over five years now.,2
1033,as,0.66,0.86,0.19999999999999996,She is working as a volunteer at the animal shelter for over five years now.,2
1033,a,0.86,0.94,0.07999999999999996,She is working as a volunteer at the animal shelter for over five years now.,2
1033,volunteer,0.94,1.38,0.43999999999999995,She is working as a volunteer at the animal shelter for over five years now.,2
1033,at,1.38,1.64,0.26,She is working as a volunteer at the animal shelter for over five years now.,2
1033,the,1.64,1.7,0.06000000000000005,She is working as a volunteer at the animal shelter for over five years now.,2
1033,animal,1.7,1.92,0.21999999999999997,She is working as a volunteer at the animal shelter for over five years now.,2
1033,shelter,1.92,2.38,0.45999999999999996,She is working as a volunteer at the animal shelter for over five years now.,2
1033,for,2.38,2.58,0.20000000000000018,She is working as a volunteer at the animal shelter for over five years now.,2
1033,over,2.58,2.84,0.2599999999999998,She is working as a volunteer at the animal shelter for over five years now.,2
1033,five,2.84,3.24,0.40000000000000036,She is working as a volunteer at the animal shelter for over five years now.,2
1033,years,3.24,3.48,0.23999999999999977,She is working as a volunteer at the animal shelter for over five years now.,2
1033,now.,3.48,3.8,0.31999999999999984,She is working as a volunteer at the animal shelter for over five years now.,2
114,She,0.0,0.26,0.26,She wondered she should pursue a graduate degree or enter the job market.,2
114,wondered,0.26,0.64,0.38,She wondered she should pursue a graduate degree or enter the job market.,2
114,she,0.64,0.98,0.33999999999999997,She wondered she should pursue a graduate degree or enter the job market.,2
114,should,0.98,1.22,0.24,She wondered she should pursue a graduate degree or enter the job market.,2
114,pursue,1.22,1.62,0.40000000000000013,She wondered she should pursue a graduate degree or enter the job market.,2
114,a,1.62,1.84,0.21999999999999997,She wondered she should pursue a graduate degree or enter the job market.,2
114,graduate,1.84,2.28,0.4399999999999997,She wondered she should pursue a graduate degree or enter the job market.,2
114,degree,2.28,2.82,0.54,She wondered she should pursue a graduate degree or enter the job market.,2
114,or,2.82,3.2,0.38000000000000034,She wondered she should pursue a graduate degree or enter the job market.,2
114,enter,3.2,3.64,0.43999999999999995,She wondered she should pursue a graduate degree or enter the job market.,2
114,the,3.64,3.82,0.17999999999999972,She wondered she should pursue a graduate degree or enter the job market.,2
114,job,3.82,4.08,0.26000000000000023,She wondered she should pursue a graduate degree or enter the job market.,2
114,market.,4.08,4.5,0.41999999999999993,She wondered she should pursue a graduate degree or enter the job market.,2
1121,The,0.0,0.12,0.12,The students were eager to start summer internships next week.,2
1121,students,0.12,0.52,0.4,The students were eager to start summer internships next week.,2
1121,were,0.52,0.8,0.28,The students were eager to start summer internships next week.,2
1121,eager,0.8,1.0,0.19999999999999996,The students were eager to start summer internships next week.,2
1121,to,1.0,1.24,0.24,The students were eager to start summer internships next week.,2
1121,start,1.24,1.54,0.30000000000000004,The students were eager to start summer internships next week.,2
1121,summer,1.54,1.96,0.41999999999999993,The students were eager to start summer internships next week.,2
1121,internships,1.96,2.38,0.41999999999999993,The students were eager to start summer internships next week.,2
1121,next,2.38,2.76,0.3799999999999999,The students were eager to start summer internships next week.,2
1121,week.,2.76,3.14,0.38000000000000034,The students were eager to start summer internships next week.,2
1064,We,0.0,0.14,0.14,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,should,0.14,0.28,0.14,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,arrive,0.28,0.54,0.26,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,at,0.54,0.72,0.17999999999999994,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,venue,0.72,1.0,0.28,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,-ally,1.0,1.28,0.28,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,to,1.28,1.46,0.17999999999999994,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,get,1.46,1.62,0.16000000000000014,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,good,1.62,1.82,0.19999999999999996,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,seats,1.82,2.12,0.30000000000000004,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,for,2.12,2.4,0.2799999999999998,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,the,2.4,2.5,0.10000000000000009,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,concert,2.5,2.9,0.3999999999999999,We should arrive at venue-ally to get good seats for the concert tonight.,2
1064,tonight.,2.9,3.28,0.3799999999999999,We should arrive at venue-ally to get good seats for the concert tonight.,2
1080,We,0.0,0.16,0.16,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,need,0.16,0.3,0.13999999999999999,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,to,0.3,0.48,0.18,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,ensure,0.48,0.82,0.33999999999999997,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,all,0.82,1.06,0.2400000000000001,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,the,1.06,1.14,0.07999999999999985,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,necessary,1.14,1.66,0.52,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,precautions,1.66,2.3,0.6399999999999999,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,are,2.3,2.58,0.28000000000000025,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,taken,2.58,2.92,0.33999999999999986,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,before,2.92,3.22,0.30000000000000027,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,starting,3.22,3.66,0.43999999999999995,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,the,3.66,3.9,0.23999999999999977,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1080,experiment.,3.9,4.52,0.6199999999999997,We need to ensure all the necessary precautions are taken before starting the experiment.,2
1203,The,0.0,0.12,0.12,The manager recommended we implement the new software system gradually.,2
1203,manager,0.12,0.44,0.32,The manager recommended we implement the new software system gradually.,2
1203,recommended,0.44,0.98,0.54,The manager recommended we implement the new software system gradually.,2
1203,we,0.98,1.3,0.32000000000000006,The manager recommended we implement the new software system gradually.,2
1203,implement,1.3,1.66,0.3599999999999999,The manager recommended we implement the new software system gradually.,2
1203,the,1.66,1.82,0.16000000000000014,The manager recommended we implement the new software system gradually.,2
1203,new,1.82,1.96,0.1399999999999999,The manager recommended we implement the new software system gradually.,2
1203,software,1.96,2.44,0.48,The manager recommended we implement the new software system gradually.,2
1203,system,2.44,2.94,0.5,The manager recommended we implement the new software system gradually.,2
1203,gradually.,2.94,3.56,0.6200000000000001,The manager recommended we implement the new software system gradually.,2
1038,We,0.0,0.12,0.12,We need to make sure all the necessary documents are prepared before the meeting tomorrow.,2
1038,need,0.12,0.28,0.16000000000000003,We need to make sure all the necessary documents are prepared before the meeting tomorrow.,2
1038,to,0.28,0.42,0.13999999999999996,We need to make sure all the necessary documents are prepared before the meeting tomorrow.,2
1038,make,0.42,0.56,0.14000000000000007,We need to make sure all the necessary documents are prepared before the meeting tomorrow.,2
